date,AGG,BIV,BND,DGRO,DVY,FTEC,GOVT,HDV,HYG,HYLB,IEF,IEI,IGSB,IUSB,IVV,IWB,IWF,IYW,JNK,LQD,NOBL,OEF,QQQ,QQQM,SCHD,SCHG,SCHX,SCHZ,SDY,SHY,SHYG,SJNK,SPLG,SPY,TLT,USIG,VCIT,VCSH,VGIT,VGLT,VGSH,VGT,VIG,VOO,VUG,VYM,XLK
2021-01-05,-0.0010167553440809662,-0.0014004972350734057,-0.0017031457093074076,0.005431294883813553,0.011502526869222596,0.00758478500998816,-0.0021906463169649726,0.009303473851389965,0.00034475173027170847,0.0,-0.002333692430613543,-0.0008272128511285226,-0.0005440355170553968,-0.0005503391858391327,0.00661793736366123,0.007851054319453876,0.005215591236985562,0.008112753141147122,0.0006437352469277347,-0.003202064002651217,0.007250036023007889,0.006019778244620966,0.008243819654763618,0.007987170491833284,0.00806578909267297,0.006313114566295797,0.0069042084541439674,-0.0008936342582929191,0.0072750490331614515,0.0,0.0,0.0,0.006918773163377745,0.006887629023598407,-0.007426309114024088,-0.0029133294666959797,-0.0018548337253767588,-0.00048060036476227364,-0.0012961416491563682,-0.007306980570281896,-0.00016267228172428538,0.008220776656741258,0.003230984933811465,0.0065775521944415605,0.006488658909193257,0.008517785995459937,0.006489487923851289
2021-01-06,-0.004918533439168149,-0.004422222572621259,-0.004435999731356333,0.018455849551106907,0.03954117872764651,-0.01573093907767098,-0.0058569649643905874,0.012405069417375403,-0.0018358622374582412,-0.001599768449312422,-0.005848208915288811,-0.0024073556574902844,-0.000906808728986852,-0.0036728352638141226,0.006037331691093106,0.006459926505101077,-0.011130419635497768,-0.018816409341960827,-0.0014710835132312194,-0.008102568397991172,0.023740236397113534,-0.00011745184926648111,-0.013852006912928427,-0.013778797367020479,0.02761211316200818,-0.011449253879387,0.006082658736190405,-0.004470545071410648,0.03316541021042596,-0.0005786740625414177,-0.0013230676039723832,0.0,0.005496967308897149,0.005978354189169366,-0.020528704270677878,-0.006005352397703945,-0.0033049172434872487,-0.0009612293329731569,-0.0031716362585865188,-0.01977111356435901,-0.00032475300332079904,-0.01659216812825104,0.012596325344820913,0.00606550260931793,-0.010943910011467994,0.02511804400771922,-0.017245409148937907
2021-01-07,-0.0010228209668210475,-0.0013004976001969037,-0.002056404320948002,0.007513845471778247,0.0031109490780185656,0.027453851654751338,-0.0025772832425149383,0.001911071819749477,0.0028739861663968913,0.0030044285873438437,-0.0035294043728186786,-0.0012065174325240902,0.0,-0.0016584341029602934,0.01480330610558811,0.01529101645183939,0.02272332982982772,0.02967091607508965,0.0027631439082753673,-0.00014757320895786297,0.0034535719081509875,0.015723153002766832,0.024192020883070597,0.024776361186584328,0.006717411380653848,0.024670833033858974,0.015609743440990753,-0.0012573737660879214,0.001287720959115335,0.0002309769272750284,0.0035321111684898376,0.0022315640968881834,0.014806561908837335,0.01485745958520357,-0.008814225547401633,-0.0006531702503250747,-0.0010360055974880655,-0.00024086403789247424,-0.0017362147371166037,-0.008153404712921253,-0.00016232180060582468,0.028467824903019245,0.0061499049270843376,0.014942387683980263,0.02309590122413674,0.005885051643369499,0.0269543313924816
2021-01-08,-0.0011943854017691935,-0.002061521739841532,-0.0009160927089942872,0.0010966033694206345,-0.005102592452111976,0.007920626093196992,-0.0014765731677711669,0.0011219018583465967,0.0014898073610249973,0.0011975541853070926,-0.0028670093121981877,-0.0012079748752692465,-0.00018185520757429963,-0.0005536738920203232,0.005703592988923312,0.005996243744564422,0.01034389154597104,0.007145297051128097,0.0012856629800117592,-0.0007358498016345472,-0.0006145270086607146,0.008201954523877841,0.012857985853456544,0.01297693720503812,-0.0030326343270572487,0.009754463210393416,0.005628097803933585,-0.0010791873837323607,-0.0011943345909025682,-0.00011541126430114623,0.0008801829601678968,0.001484031746708192,0.006284901516713903,0.005697838173163605,-0.003227889345698509,-0.0006535971605460267,-0.0015559106344292806,-0.00036062343685527853,-0.001593182052387565,-0.0032451759068004016,0.0,0.0073004595843169096,0.0035122412702039973,0.00562454741983065,0.010697437924697129,0.00021267414942882645,0.006465317226062917
2021-01-11,-0.0016227313202079596,-0.002065383106467311,-0.0010306983706033224,0.001095684880802139,0.0031175775134923978,-0.0086157685654209,-0.0007390967540965576,0.0032497405450120365,-0.00537955823785341,-0.005185078644363683,-0.0019453280175367738,-0.0006809680835346832,-0.0009073034971311955,-0.0018472720244143703,-0.00653375072709117,-0.006376490596693762,-0.01199883736419527,-0.008723005621460334,-0.005411903526593376,-0.0042721556545674,-0.0013529372012434093,-0.008765510726684633,-0.014450274016421294,-0.0149457390964709,0.004106907759379386,-0.01479686156311455,-0.006134851217023618,-0.002520797107120276,0.00036800096936850935,-0.00011552565791506098,-0.0032966733781092383,-0.0033346455021362464,-0.006468821663532021,-0.006740939468514839,-0.0016521141232179737,-0.003433667407671037,-0.0024925408597310517,-0.0006021967642916293,-0.0008705876553327663,-0.002061501663998322,-0.000161918281705975,-0.008534817045291576,-0.0030101204495082134,-0.00653514102484809,-0.013463607916852638,0.004572846169685674,-0.008259135321428634
2021-01-12,0.0008554532555899996,0.00032654710524093744,-0.00022952131435283185,0.0019696223271310487,0.011228205181962991,-0.00248300911257171,0.0,0.0024577530956069182,0.0012659624406547998,0.001804631860460093,-0.0001695761713800259,-0.0002270787677436381,0.000726732402891006,0.0003698361067265843,0.00015776385767463097,0.0012555919834114082,-0.002114009413913487,-0.0012909192220059706,0.0014754827504239731,0.0021450703927441417,0.00837531395773583,-0.001502493863886012,-0.0015900824042831552,-0.0003097126850234444,0.008937991620821872,-0.0014009339316199965,0.0012993518218051836,0.000902992733799346,0.009193515567796462,0.0,0.0011023694788909744,0.0014871896375794336,0.00022462649963550518,0.00021139418098137241,-0.000794276747813405,0.0021327890196771726,0.0011454596632269887,0.0006025596237473341,-0.00014538498399896405,-0.0004350220051602127,-0.00016244610150140115,-0.0014674119111237616,-0.0007721718968356495,8.625599930311978e-05,-0.0019330919694526827,0.005610806388057998,-0.0047810611252083746
2021-01-13,0.0031628012931743665,0.002940352424415149,0.00263891344471312,0.0013107822290965299,-0.0006941363199705064,0.0054572184081811415,0.002589597330295401,0.0006685655893261533,0.0029881937920759327,0.002201143622671653,0.0034747763917388763,0.0012870501885593466,0.0009079614152585069,0.0029596917807559464,0.0025249471747308405,0.002368834265894293,0.004818294569486348,0.004464448722236725,0.0027627930064872963,0.0077508656894511585,-0.004396844369473296,0.005267158588968757,0.006753015717116062,0.00542036892261577,-0.003753742502979329,0.00444190523813659,0.0018386034936590523,0.003425838360389122,-0.0038262107622090147,-0.00011634767759016729,0.0024230575869363946,0.002227123126129049,0.0020198932880997056,0.0026929319342954283,0.01126206826923637,0.005730326241100148,0.003640350719535501,0.000962841734721831,0.001452519149851561,0.010226079008495148,0.0003244433095339616,0.005002679496322493,-0.0014054094510804749,0.002498657620990663,0.003794243201798553,0.0006317211071626971,0.006353551631915755
2021-01-14,-0.0019597926557860523,-0.000651264549413666,-0.0012589732616244964,0.00021806824935666214,0.010912730510513446,-0.006379777436528622,-0.0014759477925626596,0.008129100027831848,-0.0002289340176707677,0.0,-0.002280066454018903,-0.00030260332752818364,-0.0009071377691658444,-0.0009218555185479538,-0.003463069102747185,-0.003150981534828068,-0.009011523242909214,-0.00538020252324789,-0.0003674089530978364,-0.004321847837936765,-0.0006136334728973347,-0.005469949452920897,-0.0053469659644515,-0.005391146917407386,0.0048227283209865135,-0.011637793260223406,-0.0031305134182681993,-0.0017969726673746633,0.00649291040672928,0.00011636121594738036,-0.0010989611796957677,0.00037014698930559753,-0.0031362542020826334,-0.003501983006940823,-0.009367769576525409,-0.002930099323523283,-0.001243767369328963,-0.0004812289265764269,-0.0005802676160368003,-0.008615627090823419,-0.000161918281705975,-0.006243557969253244,-0.005700125878715712,-0.0033805641730494385,-0.00972438455196889,0.006101939975632353,-0.008777254202665175
2021-01-15,0.001024654799126612,0.0007609821255563087,0.0008019403325865149,-0.006324851977637325,-0.009813341106229001,-0.010253985345886063,0.0011084362347588694,-0.009389204053123601,-0.0016050048060323174,-0.0017972960101185764,0.0027086750575824325,0.0012098013672992014,0.0,0.001476882210838637,-0.007213556572347679,-0.007157747009009063,-0.00538121115605672,-0.008819246024911354,-0.001469982828955052,0.0015447354566018312,-0.006506357892908099,-0.007642472664121325,-0.007921629308415779,-0.008053253869921395,-0.011998953111473476,-0.006672225627365247,-0.007580772655034429,0.001080353287369995,-0.007359355204735851,0.00011553900563465724,-0.0015393260857997637,-0.0011107256011967381,-0.007640012967108811,-0.0072927667229341075,0.003967683193739857,0.0009793670868738502,0.0007264102511168602,0.0,0.001596983424395626,0.003910849220323476,0.0003243189481232367,-0.010528204810736352,-0.003892651745944664,-0.007129647638167702,-0.005645389361375486,-0.01035219890060779,-0.010253241187595075
2021-01-19,0.0013647059687300622,0.00043356686362838737,0.0013742421110403136,0.003072850963329543,0.0028739654395519842,0.013168195918577208,0.0007384070811247145,0.004683603632099853,0.0028706123673163386,0.002800441122310371,0.0005911262737805512,0.0004528097460343439,0.00018126331152434894,0.0009217632832658751,0.007822987096236744,0.007630829016433971,0.011533456380111051,0.015897656617364975,0.002667988136558108,0.0017633243182022529,0.0023480148277088553,0.008576349644108694,0.014589966157263712,0.015066271565288503,0.006527633005473099,0.011616750944777321,0.008184390760205718,0.0012589567452720996,0.0013728766691283312,0.00034708233532843025,0.001761908549192226,0.0018534999009789388,0.007698832144524603,0.007851984220817787,0.00322743821711291,0.001467993410374513,0.00031107886255932193,0.00024111009605665146,0.00043456680227538236,0.002921390239568389,0.00032485850209496014,0.012470708770452754,0.002344956940092624,0.007904690418512716,0.011114933859440734,0.004543278142692397,0.013028056016782141
